artist,album,track,uri
The Kid LAROI,F*CK LOVE (SAVAGE),WITHOUT YOU,spotify:track:27OeeYzk6klgBh83TSvGMA
Maluma,Magia,Vámonos de Fuga,spotify:track:6lhhLta7xSOEgzTqElnGWE
Sech,Relación,Relación,spotify:track:4lMOQR1rRW5hJgJXOtKraL
Alkilados,Una Cita,Una Cita - Remix,spotify:track:6v3QCw4ca5cR4VkzpG0PHy
Atomic Otro Way,Te De Campana,Te De Campana,spotify:track:6OdD1XrpFD5BuxiAMFUWZC
Taylor Swift,1989,Wonderland,spotify:track:6RvRzl1YJTDnUvdOtV21IK
Galantis,Tell Me You Love Me,Tell Me You Love Me - Pat Lok Remix,spotify:track:5tzJD2DFCaOTdZHJLe64sr
Droow,Pa' Mi Hermano,Pa' Mi Hermano,spotify:track:1wO4UGp9Evr0oNdcRHxyWk
Bruno Mars,Doo-Wops & Hooligans,Somewhere in Brooklyn,spotify:track:3P4v70V3Zt804r2c9dZivK
Ed Sheeran,No.6 Collaborations Project,Antisocial (with Travis Scott),spotify:track:0Tdh0VTkzmPGeAQIXHYhVJ
Sebastian Yatra,MANTRA,Traicionera,spotify:track:4Ft0391aLVNtCPPseh98lp
Troye Sivan,Bloom,Bloom,spotify:track:0oTyoTKEKMdF3rXcOLyEfN
Paulo Londra,Plan A,Plan A,spotify:track:2gpQi3hbcUAcEG8m2dlgfB
Rex Orange County,10/10,10/10,spotify:track:0tByDZgQzoNfFFmpgleB0s
Bars and Melody,Covers,7 Years,spotify:track:34jE97kETT7KynsR9dweWU
Patrick Doyle,Cinderella,Searching the Kingdom,spotify:track:3ibJiFsWov8oXuScNwOfm2
Patrick Doyle,Cinderella,The First Branch,spotify:track:14JCcm5laczddPu2nZ3mnE
Zaragoza,Como Mirarte (En Vivo),Como Mirarte (En Vivo),spotify:track:3fmUPCbFHFWDD4RaqNN31e
Katy Perry,Witness,Swish Swish,spotify:track:2kVHAQKVtczchKctctzbtK
Anne-Marie,Speak Your Mind,Ciao Adios,spotify:track:01BC4Xj5tfsfV8DLDrma7q
Ovy On The Drums,Sigo Buscandote,Sigo Buscandote,spotify:track:4z2c6wyTY9xgiPYUvznwUE
Hardwell,Hardwell On Air - Best Of January 2018,Woest,spotify:track:0vztPaSV8XU711jbbEVvZc
La Champions Liga,Primer Tiempo,No Me Engañes Mas,spotify:track:64o8SKHGio4WmmqR78MJxH
The Clash,Hits Back,Should I Stay or Should I Go - Remastered,spotify:track:3v8PlUFGQQDBIk1J86waCo
David Guetta,Flames,Flames - Tepr Remix,spotify:track:512JyhHrndIxZ81JmYZLmP
Sebastian Yatra,MANTRA,Sin Ti,spotify:track:6NMRWLKSXABykkj58dVW9c
Bars and Melody,Hopeful,Hopeful,spotify:track:07L1Pe7AH1mxAQKo2VmKkW
Sofía Reyes,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)","1, 2, 3 (feat. Jason Derulo & De La Ghetto)",spotify:track:4QtiVmuA88tPQiCOHZuQ5b
Jordan Francis,Disney Channel Playlist,Start The Party,spotify:track:2XTc5J7fLPqIIeEZQIMHeF
Patrick Doyle,Cinderella,A Secret Garden,spotify:track:6IcaWv5AqKMFpV0ct56Hhw
Michael Bublé,Music From And Inspired By The Motion Picture Tyler Perry's Why Did I Get Married?,L O V E,spotify:track:3gtSCifHWtbRxX0GFLBpcH
5 Seconds of Summer,Pop Nostalgia,She Looks So Perfect,spotify:track:7gBnmkZ8oZ1ypzyaEKaaIL
Camila Cabello,Camila,Havana (feat. Young Thug),spotify:track:1rfofaqEpACxVEHIZBJe6W
Bautista Nasta,Ilusiones,Luces en mis sombras,spotify:track:5soIeejS7rnuFGehXgSd9f
In Real Life,Got Me Good,Got Me Good,spotify:track:55ID6VWuDeOKGt04SV2CHd
Nicky Jam,Pina All Star 2,Sabanas Blancas,spotify:track:7MxIvahlyNFbbb34Ecn7eS
The Kid LAROI,F*CK LOVE (SAVAGE),MAYBE,spotify:track:7syEMMetYY9CmyR5aE2ia6
PRETTYMUCH,Teacher,Teacher,spotify:track:6sbP2ku2EPDBfVlt5ggO6h
Angela Torres,La vida rosa,La vida rosa,spotify:track:6S7CT8xrkOpDOXC4xjdhXt
Gentle Bones,I Wouldn't Know Any Better Than You,I Wouldn't Know Any Better Than You,spotify:track:3K8tRD2Prik7FXbD8lZ6DC
Rhys Lewis,No Right To Love You,No Right To Love You - Acoustic,spotify:track:5UqivtkoiPTXrJu6GIt1mh
Morat,Sobre El Amor Y Sus Efectos Secundarios,Cómo Te Atreves,spotify:track:2z0EshEO4XptiepEb9j3Og
Kevin Quinn,Pencil Marks,I Found Love,spotify:track:2K1fSYGxbMUQputMK8bvgz
Pol 3.14,Jóvenes Eternamente,Jóvenes Eternamente,spotify:track:7y7wBlwoftRZQIWcFGv0IY
Patrick Doyle,Cinderella,La Polka de Minuit,spotify:track:2DbuXUgVNXuxP51xZWLZbN
Rex Orange County,Bcos U Will Never B Free,Corduroy Dreams,spotify:track:02tvc9CFnTyHuSRlGeNv9w
La Champions Liga,La Champions Liga,No lo engañes mas,spotify:track:1g3dCqSycgMkrqFZXQqdpX
Anne-Marie,2002,2002,spotify:track:4Pbg79cTBu4vgSphoyNq3j
Reik,Des/Amor,Voy a Olvidarte,spotify:track:6UwB2R8I5LoUmmYc0mphdl
TINI,Quiero Volver,Respirar,spotify:track:5HFOgL611IRiarTnoKyP4C
Galantis,Tell Me You Love Me,Tell Me You Love Me - Michael Feiner Remix,spotify:track:3Rhenw8t7LDnrvt3FSyPpU
j mena,La Tonta,La Tonta,spotify:track:2QcaKMyTiuO6b7U7AwxXXH
Polo G,GANG GANG (with Lil Wayne),GANG GANG (with Lil Wayne),spotify:track:4VW44pawoOHPUjlN7DX5vk
C. Tangana,El Madrileño,Me Maten - Live at NPR's Tiny Desk,spotify:track:5py3FJrHEuR67BjR7wm8uj
TINI,Carne y Hueso,Carne y Hueso,spotify:track:3yeFTYLMz4nOtyPXWEMKsW
Shakira,Shakira. (Expanded Edition),Can't Remember to Forget You (feat. Rihanna),spotify:track:7o1Pm9jpH0wFpN5g793Lnq
Forever in Your Mind,Shake Your Booty,"Shake Your Booty - From ""Best Friends Whenever""",spotify:track:4joMdFUQet4cfdgiOOQVHo
Said The Sky,Wide-Eyed,Just Us,spotify:track:04amRUbvDaUMmE9U4Vs48E
Ofi La Melodia,BOOM,BOOM,spotify:track:6sQU3wCAsVtsj3H6CtOTVa
Mar Antunes Fernández,Go! Vive A Tu Manera (Soundtrack from the Netflix Original Series),Cuando Te Vi,spotify:track:5fgPwruUj0nVDucuxdMEbZ
ZAYN,Icarus Falls,Good Years,spotify:track:1V1NpX9DlBb9koXof9nIBF
I'm Blue,Blue (Da Ba Dee),Blue (Da Ba Dee),spotify:track:0nHQAxZgzAcKGRxAsOISTc
Shawn Mendes,Illuminate,Don't Be A Fool,spotify:track:7msCKNrI0vZw9H4MIgLnAh
Tiago PZK,Sola - Neuen Live Sessions,Sola - Neuen Live Sessions - En Vivo,spotify:track:4P1T0qUkqIVuByWA8i1SQV
Zeballos,Rottweiler,Rottweiler,spotify:track:2pOK2GCkKvGamvVG9WgNpX
Whitney Houston,The Bodyguard - Original Soundtrack Album,Run to You,spotify:track:6M1M6cRtVkm5d0qTzkSEuK
Why Don't We,8 Letters,8 Letters - Nora En Pure Remix,spotify:track:6yuyTFjqd3iMAAXoXt2WCm
Sebastian Yatra,MANTRA,Alguien Robo,spotify:track:0pQoNBSZeRFuhLVH8gCVDT
jxdn,ANGELS & DEMONS,ANGELS & DEMONS,spotify:track:4GUj9MfPPkjpZskxb45uiX
Yuawi,Movimiento Naranja,Movimiento Naranja,spotify:track:4p67G1iIfw1fGGEW6M7fUh
Milky Chance,Blossom,Firebird,spotify:track:7HFJ3tFuZcewzkQglQOtTZ
Fer Palacio,A Solax,A Solax,spotify:track:3RQhBvvWahha3u0BauKprN
Jeremy Zucker,you were good to me,you were good to me,spotify:track:6tNgjrWXWHx2zR52Q6qCLG
Galantis,Tell Me You Love Me,Tell Me You Love Me - Raven & Kreyn Remix,spotify:track:0jfUe0TGRcpxOAATQ5q0lz
Shawn Mendes,Illuminate,Roses,spotify:track:6xiVsK5u3Ke4guuMfJbETq
Aitana,Tráiler,Vas A Quedarte,spotify:track:2b3JxLi8KAiOsD8ehnOxDZ
Natalie Taylor,Iris,Iris,spotify:track:69NoqtGfug4l177uGFTiGZ
Alkilados,Me Ignoras,Me Ignoras,spotify:track:6ZhC2rwZHL1BtiXrkeuubW
Chano,El Camino,Nunca Nos Fuimos,spotify:track:7dSUj09Yl8FH6Jcp9sKIYB
Maluma,Magia,"Intro, Magia",spotify:track:21T2lj8UhAbXhYPXKRCjKo
Ozuna,Odisea,Quiero Repetir,spotify:track:0MIcPSq9n2z5H8TAfEstri
Tiago PZK,Loco,Loco,spotify:track:6WeJGp7MB7sEEf9InLEvh1
Maluma,F.A.M.E.,Intro - F.A.M.E.,spotify:track:4tvlbnE5Sf8KQFs3BYiBHT
Conor Maynard,Covers,Never Forget You,spotify:track:6ehYNUmLSn9XpgwaSDxucx
Paulo Londra,Homerun,Por Eso Vine,spotify:track:5qN1G8fSHq4Sv5FRoOkNGu
Zeballos,Por Si Mañana,Nadir,spotify:track:7hE9Q5k72F6b5qu2jrinpl
Aitana,+,+,spotify:track:5Cbo7oz78gqkzV3EAM63VA
Grace VanderWaal,I Don't Know My Name,I Don't Know My Name,spotify:track:4G9addS7Yq5ihZBQLXG2Mj
L-Gante,International Love 420,International Love 420,spotify:track:7dpXCztbsLVnkLdcskLgKc
R3HAB,Lullaby,Lullaby,spotify:track:0DhkTGjEaIHaSxTfC14BFm
Dayvi,Baila Conmigo (feat. Kelly Ruiz),Baila Conmigo (feat. Kelly Ruiz),spotify:track:4Clmg1g8n2yBYG13Z1oSdG
Red Hot Chili Peppers,Stadium Arcadium,Snow (Hey Oh),spotify:track:2aibwv5hGXSgw7Yru8IYTO
Juice WRLD,Goodbye & Good Riddance,All Girls Are The Same,spotify:track:4VXIryQMWpIdGgYR4TrjT1
ROSALÍA,"Yo x Ti, Tu x Mi","Yo x Ti, Tu x Mi",spotify:track:7BlBVFwvbWvcwNcUarQmjk
Dean Lewis,7 Minutes,7 Minutes,spotify:track:2BkyYZmU4JuWW2sYi9EzpC
Gusty dj,Gusty DJ | Ecko - Session en el Barrio #7,Gusty DJ | Ecko - Session en el Barrio #7,spotify:track:2ALRaYszX1wDifP6HrcdqS
Tan Bionica,Obsesionario,La Suerte Está Echada,spotify:track:5Gjk9pp4t8ComfGlw6dC8H
JP Cooper,Sing It With Me,Sing It With Me,spotify:track:60DwQiwwglVkTkTwDTTEId
Rex Orange County,Sunflower,Sunflower,spotify:track:4EpZ4eYuZOwPSSwyqpdHnJ
Tion Wayne,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]","Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]",spotify:track:6uvMKqNlrSvcC4NaKnrwjZ
Maluma,F.A.M.E.,Unfollow,spotify:track:7hQ7cmGKutObir5aHjkHPH
Khalid,American Teen,Keep Me,spotify:track:6SWHTMywuTXLFlMQ75cAuu
Mau y Ricky,22,22,spotify:track:0ZrDGZ2g2nZXz4rjO3oKrl
My Chemical Romance,The Black Parade,Teenagers,spotify:track:7j31rVgGX9Q2blT92VBEA0
Luck Ra,Me Gusta,Me Gusta,spotify:track:3NXh44Beby7IYMYyOgdLPm
Migos,Culture II,Walk It Talk It,spotify:track:1jr1BnpXymcf2i97mTR8tJ
Axel,Ser,Aire,spotify:track:1qWKjtVh1vWuzG6s3CyOPV
Roger Bart,Hercules,Go the Distance,spotify:track:2rm72l5pjfby1cWvPMUojI
Years & Years,Palo Santo,Don't Panic,spotify:track:02CH3KEpNtFgN4ItgqZdbG
Piso 21,Ubuntu,La Vida Sin Ti,spotify:track:1RvL7eHoeUolnQbWm2Hnba
Milky Chance,Blossom,Stay,spotify:track:4DOBL3qNNGfsycWg4jlW0a
Ozuna,Deprimida,Deprimida,spotify:track:41yHlQmNvtjRpoexYcSyJp
CKay,CKay The First,love nwantiti (ah ah ah),spotify:track:2Xr1dTzJee307rmrkt8c0g
Doja Cat,Planet Her,Need to Know,spotify:track:3Vi5XqYrmQgOYBajMWSvCi
TINI,Consejo de Amor,Consejo de Amor,spotify:track:1zHQ5gjJoNxT4RYFmGEWuo
Khalid,American Teen,American Teen,spotify:track:312WNtMs3F28cUukaPY9bo
Quinn XCII,The Story of Us,Straightjacket,spotify:track:51LIqkda3pTeECZUhMnool
Shaggy,Pop Nostalgia,It Wasn't Me,spotify:track:1p429emjagWA50MnMyRHzS
Patrick Doyle,Cinderella,Valse Royale,spotify:track:6pXTHeOUI1TBpxSEDx8JQj
Abel Pintos,Abel,Motivos,spotify:track:2n8VYWU3mMrziR2ua8leHu
Bruno Mars,Doo-Wops & Hooligans,Marry You,spotify:track:6SKwQghsR8AISlxhcwyA9R
Avril Lavigne,Pop Nostalgia,Fly,spotify:track:4jfzJyrRikpCDwDxgsxTGZ
Why Don't We,I Still Do,What Am I,spotify:track:5MnNpyZFYaSXlDwuJCt9Ve
DJ Kbz,Veneno de Serpiente,Veneno de Serpiente,spotify:track:3HOccqRVqH93dmijAy2b4f
Anson Seabra,Robin Hood,Robin Hood,spotify:track:5dyihZecYMcEPq09Bk2OL2
Liam Payne,Familiar,Familiar,spotify:track:0Y4hwUppbGc8aIBmiTz30A
Lali,Brava,Besarte Mucho,spotify:track:7xaWEr1KWGBI4IdzVwXUzz
Michael Bublé,Crazy Love,Haven't Met You Yet,spotify:track:4fIWvT19w9PR0VVBuPYpWA
Why Don't We,8 Letters,Can’t You See,spotify:track:2ZH0frS6VRDzSphiwJ9pvc
La Champions Liga,Primer Tiempo,Muero De Amor,spotify:track:0spjZZMci7T9l6DF7yoQuU
Papichamp,Árabe,Árabe,spotify:track:58qmrrvUkA09szrox83VDp
Frank Sinatra,Ultimate Sinatra,The Way You Look Tonight,spotify:track:0shGCs5AkhwJIgUb0SSz2B
Sie7e,Mucha Cosa Buena,Tengo Tu Love,spotify:track:2hgzokI1dOZAxs5PUG0gBT
Bizarrap,"Lalo Ebratt: Bzrp Music Sessions, Vol. 22","Lalo Ebratt: Bzrp Music Sessions, Vol. 22",spotify:track:5gjEktQCyYIccQwQZTpLXU
Jay Wheeler,Te La Dedico,Te La Dedico,spotify:track:6z3IrUfL5HxmpH0Xt84Es8
Post Malone,Stoney,Congratulations,spotify:track:6syOdAs4IK8kPWR7gDyjRw
Brian McKnight Jr.,Marry Your Daughter,Marry Your Daughter,spotify:track:6PBG9ruPAYj8hdLpaGYopo
Lizzo,Cuz I Love You,Boys,spotify:track:1ITsmuChPVC05ogvorAyVu
Forever in Your Mind,Euphoric,Dirty Laundry,spotify:track:33APApnogTLeDrVApK0wep
The Fray,How To Save A Life,How to Save a Life,spotify:track:5fVZC9GiM4e8vu99W0Xf6J
One Direction,Made In The A.M.,History,spotify:track:0HMjXBAZmSYOTTi33WpMso
Maluma,Magia,Obsesión,spotify:track:4HTzn2qQZ7UqHtw1OsB8wc
Khalid,American Teen,Cold Blooded,spotify:track:34izzOmykADkGT27pUjUvJ
khai dreams,Come True,Come True,spotify:track:7hqL3TkHYyamoTR8mTHbKc
Tom & Jame,Hardwell On Air - Best Of January 2018,In The Air,spotify:track:0lJwApiW36B1HLSuWVrvuZ
Forever in Your Mind,Smooth,Smooth,spotify:track:6fMOmpEVk0soxvEoERmZGd
TINI,Oye,Oye,spotify:track:09nSCeCs6eYfAIJVfye1CE
El Alfa,Coronao Now,Coronao Now,spotify:track:7FbKipScVxkjQxQXwTd0gL
TINI,Recuerdo,Recuerdo,spotify:track:3DjInVTE03icrWsq2UZV9n
Benjamín Amadeo,Vida Lejana,Motivos,spotify:track:70NrqETygiJEK1nLdtiMbY
Migrantes,Lado Triste,Lado Triste - Remix,spotify:track:7gNClxHxDnazoQvgFhLMKr
FISHER,Oi Oi,Stop It,spotify:track:4qetR2UUyBeUrJ9DbYrpVQ
Grace VanderWaal,Clearly,Clearly,spotify:track:5XBqGcLYOZi8CEW83Ug7Fs
Myke Towers,Rutina,Rutina,spotify:track:3YntiCUU0Xqq0B68FM3YAt
Alejandro Fernández,Rompiendo Fronteras,Sé Que Te Duele,spotify:track:5vZfgeDfNhlkKeJqjzSAmg
Audioiko,Disfruto,Disfruto - Remix,spotify:track:5PoC7UjozHs1P2YSsxPtmx
Petit Biscuit,Sunset Lover,Sunset Lover,spotify:track:0hNduWmlWmEmuwEFcYvRu1
Forever in Your Mind,Wrapped Up for Christmas,Wrapped Up for Christmas,spotify:track:2vbgFZ8ypnOH4E3GXrxYTu
Kevo DJ,Que Locura Fue Enamorarme de Ti,Que Locura Fue Enamorarme de Ti,spotify:track:1wbUzKEYirlGoH5vkuaiN3
Duki,Si Quieren Frontear,Si Quieren Frontear,spotify:track:6bQ5823aHmFVKLZW8E7rRo
Milky Chance,Blossom,Piano Song,spotify:track:1qEgjYcmAyPqe7xQuRMpdN
Shawn Mendes,MTV Unplugged,Use Somebody/Treat You Better - MTV Unplugged,spotify:track:19hH4yie18qtWBgebMJOGg
Rich Music LTD,The Academy,Quizas,spotify:track:5Id5B3dxJZhPcV9GzgYZZe
Jacob Sartorius,The Last Text EP,All My Friends,spotify:track:2jgpijeOiTzJuFjp5dsx1W
FMK,Pretinha,Pretinha,spotify:track:0gokl2danyrRzlPh8OcOtN
Paskman,Chiquetere,Chiquetere (feat. Rafa Villalba),spotify:track:1pdsBkhNchpGCQTGoNQXZI
Patrick Doyle,Cinderella,The Great Secret,spotify:track:4Eo9mjiZInrhuMgNNiCibj
Morat,Sobre El Amor Y Sus Efectos Secundarios... Y Unas Cuantas Cosas Más,Cuánto Me Duele,spotify:track:3TBEshazoaGvpP6yeVUR4D
Washburn,Vibe Like It's 2017,The Night We Met (13 Reasons Why),spotify:track:20KFxECP5bNEsMLKk8HnTZ
Polo G,Distraction,Distraction,spotify:track:1oc92BMKYkNxK17C2GtyRM
MYA,2:50,2:50,spotify:track:5xlxSHnvXwT66JWYwDkEFE
Camila Cabello,Camila,Into It,spotify:track:2gxqozTaq2NYylvS8jd57G
Joaco Terán,Madre Tierra,Buscando Paz,spotify:track:07VH94iSXQE3nYHgcqylP5
The Kid LAROI,F*CK LOVE (SAVAGE),TELL ME WHY,spotify:track:1FOEQiszPh2XuMuaY4ZIUq
Jack & Jack,No One Compares To You,No One Compares To You,spotify:track:2jZIfoe48eUeOEnP9Ho4h2
Rhys Lewis,Better Than Today,Better Than Today,spotify:track:6MLHg35rlksBc5OBcdZvJi
Jack Harlow,Confetti,WALK IN THE PARK,spotify:track:0XOKietGW4PXK4hs4jyfpO
Cheat Codes,I Love It,I Love It,spotify:track:40ZN3DCKsiw41kRO7JxoNZ
Sharpay Evans,Disney Channel Playlist,Fabulous,spotify:track:1IfSefpyslw8J6qlK9yc6z
Riverdale Cast,"Milkshake (From ""Riverdale)",Milkshake,spotify:track:4zNKZYcvS7yrQ67F84vYVY
Milky Chance,Blossom,Firebird - Acoustic Version,spotify:track:7hYlE1arzCRD4nj0UCorX5
Ricky Montgomery,Montgomery Ricky,Line Without a Hook,spotify:track:5NvOZCjZaGGGL597exlQWv
Breakbot,Baby I'm Yours (Remix),Baby I'm Yours,spotify:track:180G1YgwyXc5KlertycHs8
Myke Towers,La Playa,La Playa,spotify:track:0jeS8PyyIRAG0A3t5DtL71
Years & Years,Palo Santo,Rendezvous,spotify:track:2H1qec30juJRXHbnvYzG85
Angela Torres,Simona (Music from the TV Series),No juegues con mi corazón,spotify:track:6dFjePDsidHPAO2rMjqOsJ
Maluma,Magia,La Intención,spotify:track:2mSjj1apg5WDRw28PttSjs
Fer Palacio,Mayores,Mayores,spotify:track:6lHVy7wv6OLYyxuWXrSa84
Family of the Year,Loma Vista,Hero,spotify:track:0yKK9to5WLMT35x8dRU1W5
Quevedo,Estás Con Él,Estás Con Él,spotify:track:5YOObwV9DaFoK8Z85LZbY0
Kevin Kaarl,Hasta el Fin Del Mundo,Colapso,spotify:track:7dT9D6117e5DbhnKxDLNW9
Maluma,Marinero,Marinero,spotify:track:0IEUbDOzcwi6Ju1ZAJ23rk
Shawn Mendes,Handwritten (Revisited),Running Low,spotify:track:3FN40c3kn4fG46JcrGBYD7
Whitney Houston,The Bodyguard - Original Soundtrack Album,Jesus Loves Me,spotify:track:77ld03vIqCjakQkIQBPTVA
Piso 21,Ubuntu,Te Amo (feat. Paulo Londra),spotify:track:7AyWQEgFHVM5EVQqggX78M
Bars and Melody,Covers Part II,2U,spotify:track:7w4pfadjTc9RcTJpq9sbHx
A Boogie Wit da Hoodie,The Bigger Artist,Drowning (feat. Kodak Black),spotify:track:1f5cbQtDrykjarZVrShaDI
Ed Sheeran & Justin Bieber,I Don't Care (with Justin Bieber),I Don't Care (with Justin Bieber),spotify:track:3HVWdVOQ0ZA45FuZGSfvns
Angela Torres,Simona (Music from the TV Series),Hola qué tal,spotify:track:6FjdL2tZg6AmnElke7Rezg
WOS,OSCURO ÉXTASIS,CAMBIANDO LA PIEL,spotify:track:2y2iEADc8O0Vv5IKHSs21i
American Authors,"Oh, What A Life",Best Day Of My Life,spotify:track:5Hroj5K7vLpIG4FNCRIjbP
Lali,Brava,100 Grados (feat. A.CHAL),spotify:track:28XvT0F0E4sVamI6JRVnmU
David Bisbal,Me Enamoré De Ti,Me Enamoré De Ti,spotify:track:6DT0LvU0a2wI3RN7SQs8P6
Ivan Armesto,Miénteme vs. Quién Dijo Amigos,Miénteme vs. Quién Dijo Amigos - Remix,spotify:track:1P2ChxRRxppHIu7PligJvG
Lauty Gram,Vida Gangster,Vida Gangster,spotify:track:4I4FFtKZLtyqw4he9pPtL7
Bars and Melody,143,That Girl,spotify:track:7A4mZ0g3sC49pHxqIsuOKQ
El Apache Ness,Solo para Fiesteros,Sale Gira,spotify:track:6l5RJZFh6GShyNqUL6DqOh
Rei,Pininfarina,Pininfarina - Remix,spotify:track:1mVLbFwad1wce7mAhFw2Ih
Eric Clapton,Unplugged,"Tears in Heaven - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",spotify:track:612VcBshQcy4mpB2utGc3H
Joaco Terán,Madre Tierra,Bajo el Sol,spotify:track:49ezUAnq94bom9uqxfLmnr
Fer Palacio,Ya No Mas,Ya No Mas,spotify:track:4dqoJHdxf9Ez4DDqGh2PBc
E.C.V,Like Rally,Like Rally,spotify:track:3kWI5ynRzboyJt8SvelOhx
Olivia Rodrigo,good 4 u,good 4 u,spotify:track:6PERP62TejQjgHu81OHxgM
Cheat Codes,Queen Elizabeth,Queen Elizabeth,spotify:track:7AsRAjp13OTva5JdDWCBn1
La Champions Liga,La Champions Liga (Esto se va para arriba),Lo mas bonito,spotify:track:3ugFgeOiYT7CRrqtq3uf0Y
Cardi B,WAP (feat. Megan Thee Stallion),WAP (feat. Megan Thee Stallion),spotify:track:4Oun2ylbjFKMPTiaSbbCih
Anuel AA,China,China,spotify:track:2ksOAxtIxY8yElEWw8RhgK
Bars and Melody,Covers Part II,It ain't me,spotify:track:32ZLWSxkzCT8HV9VhkX8WD
MKTO,How Can I Forget,How Can I Forget,spotify:track:0ibG3XCJ32Qq9maUY4AViR
J Balvin,Vibras,Noches Pasadas,spotify:track:66XlMyAfZjJ24GVa2qPF9c
JP Saxe,If the World Was Ending (feat. Julia Michaels),If the World Was Ending (feat. Julia Michaels),spotify:track:2kJwzbxV2ppxnQoYw4GLBZ
Los Caballeros De La Quema,La Paciencia De La Araña,Avanti Morocha,spotify:track:411J3pP54W1K9PMo72Fg2w
Joshua Dietrich,Cancion Sin Nombre Numero 157,Cancion Sin Nombre Numero 157,spotify:track:3iUoXG9YOSC7ydx5FGcw3w
Drake,The Best In The World Pack,Money In The Grave (Drake ft. Rick Ross),spotify:track:5ry2OE6R2zPQFDO85XkgRb
Ozuna,Odisea,Tú Foto,spotify:track:5zSOVwaY3sVjnmLhuEfsuf
PRETTYMUCH,Summer On You (Remixes),Summer on You - CADE Remix,spotify:track:5MiCtXY8SiVc7PbFmg3DcQ
Jeremy Zucker,Motions,Sinking,spotify:track:5rMj5GEHELIWCoKIVoqhoB
Bars and Melody,Covers,See You Again,spotify:track:62FBAcyL97ZXOGuyfNcDkN
Little Mix,LM5 (Deluxe),Told You So,spotify:track:3Mvd9KPeMf2YQa1MiQGKmV
Oriana Sabatini,Aliados,Amor Mío,spotify:track:3S0z76YLF0YwzJDuSMFeft
Camila Cabello,Havana (feat. Young Thug),Havana (feat. Young Thug),spotify:track:0ofbQMrRDsUaVKq2mGLEAb
Daddy Yankee,Talento de Barrio,Salgo Pa' la Calle,spotify:track:5hpwyyJJ2JyozFVVRJsfLp
PRETTYMUCH,Phases - EP,4U,spotify:track:17rOGXD67XqmQn4QnZOYe0
Topic,Breaking Me,Breaking Me - HUGEL Remix,spotify:track:0XX5PxqMoXAPxBZ0qYqSwI
Luis Miguel,Soy Como Quiero Ser,Soy Como Quiero Ser,spotify:track:0VYSH5t5gIXadaAhcufgPu
Kris Kross Amsterdam,Whenever (feat. Conor Maynard),Whenever (feat. Conor Maynard),spotify:track:3DGar7krWlmrXRFHBcQF6z
Joaco Terán,Madre Tierra,Un Mundo Mejor,spotify:track:7riFosHyLUzxKWUrbDsVDZ
Sebastian Yatra,MANTRA,MANTRA,spotify:track:6jybmGLqTZMaXLzg1MGQyD
Zac Efron,Rewrite The Stars,Rewrite The Stars,spotify:track:630sXRhIcfwr2e4RdNtjKN
De La Calle,Traje Cumbia,Re Loco,spotify:track:4c6O4h1eyZTYVjg5mvbSyQ
Trueno,JUNGLE,JUNGLE,spotify:track:3monFIRNCDt9we37DDvCCK
Nico Servidio DJ,Ropa Cara (NI Gucci Ni Prada),Ropa Cara (NI Gucci Ni Prada) - Remix,spotify:track:5sfg5BbWdWdf233xF5LygU
Lauv,I Like Me Better,I Like Me Better,spotify:track:1wjzFQodRWrPcQ0AnYnvQ9
Conor Maynard,Covers,Hotline Bling,spotify:track:3qNdf4NMZclvCmerKJhEQn
Alkilados,Monalisa,Monalisa - Radio Edit,spotify:track:04e7ShzjEkOos7fxaC6ljd
Twenty One Pilots,Blurryface,Tear in My Heart,spotify:track:3bnVBN67NBEzedqQuWrpP4
Grace VanderWaal,Just The Beginning,Insane Sometimes,spotify:track:6N4xyXVJ8DMsVhOVxPd7p2
Grace VanderWaal,Just The Beginning,Just A Crush,spotify:track:0qazt5sXx4rSzxBj7DHOhn
Galantis,The Aviary,Hello,spotify:track:77n3eUfENsFdbQv6L4hawq
Whitney Houston,The Bodyguard - Original Soundtrack Album,I Will Always Love You,spotify:track:4eHbdreAnSOrDDsFfc4Fpm
Cole Rolland,Cole Rolland Remixes Vol. 1,I'm Blue,spotify:track:6uZODsHQzcyEvfIuYTn5bE
La Champions Liga,La Champions Liga (Esto se va para arriba),Lo aprendio conmigo,spotify:track:4T9lLCm5tm0aBA2WbITp1z
Trevor Daniel,Falling,Falling,spotify:track:4TnjEaWOeW0eKTKIEvJyCa
Sean Kingston,Beautiful Girls,Beautiful Girls,spotify:track:1hGy2eLcmC8eKx7qr1tOqx
Carlos Rivera,Recuérdame,"Recuérdame - De ""Coco"" / Versión de Carlos Rivera",spotify:track:3KBtQE1nRncJf51JbOxYDE
Jacob Sartorius,The Last Text EP,Sweatshirt (Remix),spotify:track:1G4wky4Vjn47XE7IJ1tRCp
Years & Years,Palo Santo,Up In Flames,spotify:track:7yhevb9avvZUK8S0HFcYu8
Cris Mj,Fiera,Fiera,spotify:track:5cDyidxA6n2xI4iFsqzt6D
